0 ; 0.0006332034202801803
50 ; 0.001091586814567681
100 ; 0.0010991384355608837
150 ; 0.0014680351210789155
200 ; 0.001964554201382097
250 ; 0.012422416533821066
300 ; 0.006586523830272792
350 ; 0.009662299060804895
400 ; 0.01370279387321885
450 ; 0.017296987884934445
500 ; 0.019611559719351565
550 ; 0.023017340787286678
600 ; 0.03175343353327509
650 ; 0.0357119932579128
700 ; 0.412060240790987
750 ; 0.05283189563055657
800 ; 0.06140374061994269
850 ; 0.07273683582549406
900 ; 0.08497461522603134
950 ; 0.1002118984850694
1000 ; 0.1124757309780331
1050 ; 0.129159904819369
1100 ; 0.1471614589429695
1150 ; 0.1700062451905613
1200 ; 0.18889700268611165
1250 ; 0.2218911675485704
1300 ; 0.22663320795125275
