0 ; 0.002476554104721349
50 ; 0.0006724718494448426
100 ; 0.0010421236970621925
150 ; 0.004150748478914742
200 ; 0.002666477372700437
250 ; 0.008428364190515313
300 ; 0.010890947796399236
350 ; 0.012054275010402356
400 ; 0.01737174893276716
450 ; 0.01679253960258839
500 ; 0.023375287622364585
550 ; 0.02711220727085173
600 ; 0.031000159339202943
650 ; 0.03729216995074078
700 ; 0.41955900043723887
750 ; 0.05629695692328829
800 ; 0.06068444872034007
850 ; 0.07272097742140837
900 ; 0.0864298125914219
950 ; 0.09912408748099821
1000 ; 0.11307004355019812
1050 ; 0.12821330912787077
1100 ; 0.1486883967077952
1150 ; 0.16840152572950529
